Molecule,mpC
CMP001714,4
CMP001715,123
CMP001716,110
CMP001717,91
CMP001718,108
CMP001719,64
CMP001720,54
CMP001721,32
CMP001722,152
CMP001723,36
CMP001724,48
CMP001725,59
CMP001726,56
CMP001727,49
CMP001728,228
CMP001729,163
CMP001730,189
CMP001731,96
CMP001732,178
CMP001733,154
CMP001734,181
CMP001735,43
CMP001736,39
CMP001737,10
CMP001738,71
CMP001739,149
CMP001740,199
CMP001741,152
CMP001742,53
CMP001743,143
CMP001744,145
CMP001745,96
CMP001746,17
CMP001747,97
CMP001748,56
CMP001749,38
CMP001750,65
CMP001751,149
CMP001752,67
CMP001753,44
CMP001754,43
CMP001755,217
CMP001756,160
CMP001757,76
CMP001758,54
CMP001759,86
CMP001760,138
CMP001761,151
CMP001762,2
CMP001763,112
CMP001764,72
CMP001765,55
CMP001766,75
CMP001767,140
CMP001768,53
CMP001769,181
CMP001770,72
CMP001771,39
CMP001772,75
CMP001773,184
CMP001774,55
CMP001775,45
CMP001776,69
CMP001777,16
CMP001778,147
CMP001779,190
CMP001780,158
CMP001781,30
CMP001782,51
CMP001783,34
CMP001784,125
CMP001785,144
CMP001786,38
CMP001787,24
CMP001788,101
CMP001789,197
CMP001790,158
CMP001791,224
CMP001792,153
CMP001793,-54
CMP001794,69
CMP001795,18
CMP001796,131
CMP001797,93
CMP001798,39
CMP001799,70
CMP001800,77
CMP001801,97
CMP001802,107
CMP001803,65
CMP001804,85
CMP001805,153
CMP001806,255
CMP001807,54
CMP001808,81
CMP001809,129
CMP001810,39
CMP001811,-10
CMP001812,-42
CMP001813,97
CMP001814,87
CMP001815,134
CMP001816,181
CMP001817,11
CMP001818,116
CMP001819,90
CMP001820,70
CMP001821,46
CMP001822,74
CMP001823,41
CMP001824,57
CMP001825,55
CMP001826,148
CMP001827,62
CMP001828,102
CMP001829,78
CMP001830,91
CMP001831,43
CMP001832,71
CMP001833,33
CMP001834,67
CMP001835,37
CMP001836,-7
CMP001837,112
CMP001838,131
CMP001839,202
CMP001840,166
CMP001841,186
CMP001842,138
CMP001843,97
CMP001844,-55
CMP001845,132
CMP001846,82
CMP001847,56
CMP001848,46
CMP001849,39
CMP001850,149
CMP001851,223
CMP001852,177
CMP001853,210
CMP001854,200
CMP001855,217
CMP001856,186
CMP001857,208
CMP001858,203
CMP001859,105
CMP001860,90
CMP001861,99
CMP001862,86
CMP001863,121
CMP001864,86
CMP001865,43
CMP001866,78
CMP001867,95
CMP001868,46
CMP001869,128
CMP001870,26
CMP001871,175
CMP001872,106
CMP001873,108
CMP001874,93
CMP001875,190
CMP001876,71
CMP001877,87
CMP001878,117
CMP001879,130
CMP001880,29
CMP001881,54
CMP001882,77
CMP001883,9
CMP001884,90
CMP001885,78
CMP001886,10
CMP001887,301
CMP001888,161
CMP001889,-6
CMP001890,191
CMP001891,54
CMP001892,-2
CMP001893,8
CMP001894,88
CMP001895,26
CMP001896,80
CMP001897,155
CMP001898,139
CMP001899,145
CMP001900,233
CMP001901,116
CMP001902,104
CMP001903,226
CMP001904,82
CMP001905,57
CMP001906,192
CMP001907,152
CMP001908,67
CMP001909,93
CMP001910,100
CMP001911,84
CMP001912,204
CMP001913,72
CMP001914,188
CMP001915,66
CMP001916,95
CMP001917,169
CMP001918,61
CMP001919,134
CMP001920,47
CMP001921,66
CMP001922,41
CMP001923,170
CMP001924,88
CMP001925,90
CMP001926,260
CMP001927,176
CMP001928,31
CMP001929,211
CMP001930,166
CMP001931,157
CMP001932,155
CMP001933,184
CMP001934,169
CMP001935,137
CMP001936,73
CMP001937,143
CMP001938,182
CMP001939,106
CMP001940,99
CMP001941,220
CMP001942,220
CMP001943,95
CMP001944,153
CMP001945,146
CMP001946,100
CMP001947,184
CMP001948,161
CMP001949,204
CMP001950,140
CMP001951,150
CMP001952,67
CMP001953,194
CMP001954,140
CMP001955,290
CMP001956,201
CMP001957,161
CMP001958,156
CMP001959,136
CMP001960,224
CMP001961,92
CMP001962,138
CMP001963,136
CMP001964,99
CMP001965,160
CMP001966,44
CMP001967,174
CMP001968,143
CMP001969,150
CMP001970,163
CMP001971,101
CMP001972,245
CMP001973,47
CMP001974,154
CMP001975,134
CMP001976,92
CMP001977,208
CMP001978,150
CMP001979,115
CMP001980,138
CMP001981,233
CMP001982,95
CMP001983,96
CMP001984,97
CMP001985,193
CMP001986,72
CMP001987,171
CMP001988,149
CMP001989,96
CMP001990,98
CMP001991,108
CMP001992,137
CMP001993,235
CMP001994,162
CMP001995,214
CMP001996,200
CMP001997,132
CMP001998,183
CMP001999,138
CMP002000,95
CMP002001,128
CMP002002,219
CMP002003,151
CMP002004,110
CMP002005,157
CMP002006,76
CMP002007,97
CMP002008,209
CMP002009,167
CMP002010,188
CMP002011,237
CMP002012,221
CMP002013,135
CMP002014,183
CMP002015,225
CMP002016,88
CMP002017,90
CMP002018,151
CMP002019,135
CMP002020,200
CMP002021,71
CMP002022,162
CMP002023,166
CMP002024,127
CMP002025,184
CMP002026,60
CMP002027,171
CMP002028,163
CMP002029,141
CMP002030,43
CMP002031,248
CMP002032,135
CMP002033,237
CMP002034,112
CMP002035,132
CMP002036,189
CMP002037,155
CMP002038,123
CMP002039,230
CMP002040,47
CMP002041,107
CMP002042,128
CMP002043,83
CMP002044,50
CMP002045,-104
CMP002046,189
CMP002047,128
CMP002048,175
CMP002049,120
CMP002050,58
CMP002051,101
CMP002052,258
CMP002053,301
CMP002054,83
CMP002055,174
CMP002056,125
CMP002057,90
CMP002058,185
CMP002059,173
CMP002060,209
CMP002061,101
CMP002062,98
CMP002063,140
CMP002064,108
CMP002065,129
CMP002066,81
CMP002067,43
CMP002068,56
CMP002069,48
CMP002070,95
CMP002071,29
CMP002072,54
CMP002073,71
CMP002074,140
CMP002075,47
CMP002076,102
CMP002077,119
CMP002078,92
CMP002079,37
CMP002080,47
CMP002081,98
CMP002082,77
CMP002083,97
CMP002084,77
CMP002085,146
CMP002086,52
CMP002087,10
CMP002088,49
CMP002089,4
CMP002090,61
CMP002091,93
CMP002092,34
CMP002093,-31
CMP002094,130
CMP002095,38
CMP002096,205
CMP002097,31
CMP002098,104
CMP002099,46
CMP002100,44
CMP002101,55
CMP002102,127
CMP002103,22
CMP002104,38
CMP002105,57
CMP002106,35
CMP002107,106
CMP002108,60
CMP002109,159
CMP002110,54
CMP002111,184
CMP002112,85
CMP002113,62
CMP002114,57
CMP002115,94
CMP002116,124
CMP002117,121
CMP002118,51
CMP002119,30
CMP002120,162
CMP002121,255
CMP002122,80
CMP002123,40
CMP002124,126
CMP002125,44
CMP002126,152
CMP002127,57
CMP002128,96
CMP002129,66
CMP002130,33
CMP002131,72
CMP002132,27
CMP002133,118
CMP002134,47
CMP002135,168
CMP002136,76
CMP002137,44
CMP002138,61
CMP002139,70
CMP002140,129
CMP002141,118
CMP002142,52
CMP002143,15
CMP002144,35
CMP002145,16
CMP002146,60
CMP002147,97
CMP002148,106
CMP002149,55
CMP002150,145
CMP002151,76
CMP002152,125
CMP002153,61
CMP002154,72
CMP002155,61
CMP002156,46
CMP002157,106
CMP002158,154
CMP002159,19
CMP002160,44
CMP002161,54
CMP002162,155
CMP002163,90
CMP002164,35
CMP002165,190
CMP002166,29
CMP002167,45
CMP002168,51
CMP002169,175
CMP002170,124
CMP002171,160
CMP002172,158
CMP002173,43
CMP002174,139
CMP002175,104
CMP002176,180
CMP002177,43
CMP002178,138
CMP002179,88
CMP002180,44
CMP002181,78
CMP002182,50
CMP002183,31
CMP002184,56
CMP002185,175
CMP002186,149
CMP002187,32
CMP002188,108
CMP002189,64
CMP002190,109
CMP002191,71
CMP002192,68
CMP002193,40
CMP002194,89
CMP002195,99
CMP002196,50
CMP002197,68
CMP002198,139
CMP002199,29
CMP002200,3
CMP002201,20
CMP002202,102
CMP002203,161
CMP002204,109
CMP002205,192
CMP002206,50
CMP002207,153
CMP002208,198
CMP002209,148
CMP002210,55
CMP002211,10
CMP002212,80
CMP002213,31
CMP002214,1
CMP002215,-112
CMP002216,-4
CMP002217,-80
CMP002218,112
CMP002219,4
CMP002220,36
CMP002221,44
CMP002222,39
CMP002223,2
CMP002224,-10
CMP002225,55
CMP002226,254
CMP002227,-96
CMP002228,5
CMP002229,49
CMP002230,106
CMP002231,19
CMP002232,-89
CMP002233,-87
CMP002234,25
CMP002235,10
CMP002236,54
CMP002237,192
CMP002238,55
CMP002239,146
CMP002240,-53
CMP002241,299
CMP002242,42
CMP002243,94
CMP002244,182
CMP002245,-24
CMP002246,-27
CMP002247,-115
CMP002248,-87
CMP002249,-30
CMP002250,-2
CMP002251,-32
CMP002252,56
CMP002253,77
CMP002254,48
CMP002255,147
CMP002256,99
CMP002257,220
CMP002258,192
CMP002259,164
CMP002260,71
CMP002261,86
CMP002262,86
CMP002263,40
CMP002264,44
CMP002265,99
CMP002266,-10
CMP002267,201
CMP002268,82
CMP002269,46
CMP002270,130
CMP002271,148
CMP002272,-73
CMP002273,88
CMP002274,27
CMP002275,44
CMP002276,134
CMP002277,40
CMP002278,76
CMP002279,36
CMP002280,132
CMP002281,58
CMP002282,39
CMP002283,174
CMP002284,102
CMP002285,71
CMP002286,195
CMP002287,73
CMP002288,199
CMP002289,63
CMP002290,63
CMP002291,29
CMP002292,47
CMP002293,127
CMP002294,47
CMP002295,54
CMP002296,99
CMP002297,145
CMP002298,116
CMP002299,107
CMP002300,177
CMP002301,170
CMP002302,95
CMP002303,47
CMP002304,83
CMP002305,73
CMP002306,114
CMP002307,184
CMP002308,101
CMP002309,194
CMP002310,136
CMP002311,111
CMP002312,170
CMP002313,37
CMP002314,83
CMP002315,159
CMP002316,106
CMP002317,35
CMP002318,71
CMP002319,228
CMP002320,100
CMP002321,30
CMP002322,77
CMP002323,154
CMP002324,103
CMP002325,71
CMP002326,35
CMP002327,188
CMP002328,117
CMP002329,48
CMP002330,62
CMP002331,30
CMP002332,185
CMP002333,64
CMP002334,45
CMP002335,37
CMP002336,247
CMP002337,22
CMP002338,104
CMP002339,68
CMP002340,38
CMP002341,171
CMP002342,107
CMP002343,70
CMP002344,43
CMP002345,202
CMP002346,57
CMP002347,42
CMP002348,42
CMP002349,53
CMP002350,7
CMP002351,200
CMP002352,47
CMP002353,55
CMP002354,108
CMP002355,170
CMP002356,142
CMP002357,80
CMP002358,110
CMP002359,61
CMP002360,97
CMP002361,52
CMP002362,154
CMP002363,64
CMP002364,40
CMP002365,9
CMP002366,39
CMP002367,59
CMP002368,113
CMP002369,32
CMP002370,31
CMP002371,163
CMP002372,118
CMP002373,26
CMP002374,148
CMP002375,84
CMP002376,70
CMP002377,19
CMP002378,179
CMP002379,155
CMP002380,159
CMP002381,97
CMP002382,27
CMP002383,167
CMP002384,172
CMP002385,32
CMP002386,46
CMP002387,119
CMP002388,79
CMP002389,179
CMP002390,167
CMP002391,106
CMP002392,22
CMP002393,59
CMP002394,77
CMP002395,94
CMP002396,107
CMP002397,43
CMP002398,119
CMP002399,151
CMP002400,29
CMP002401,87
CMP002402,102
CMP002403,49
CMP002404,27
CMP002405,152
CMP002406,117
CMP002407,59
CMP002408,69
CMP002409,36
CMP002410,49
CMP002411,37
CMP002412,126
CMP002413,141
CMP002414,158
CMP002415,58
CMP002416,91
CMP002417,43
CMP002418,63
CMP002419,63
CMP002420,122
CMP002421,42
CMP002422,130
CMP002423,11
CMP002424,150
CMP002425,175
CMP002426,2
CMP002427,37
CMP002428,165
CMP002429,104
CMP002430,81
CMP002431,160
CMP002432,65
CMP002433,185
CMP002434,164
CMP002435,121
CMP002436,70
CMP002437,36
CMP002438,61
CMP002439,112
CMP002440,118
CMP002441,87
CMP002442,105
CMP002443,54
CMP002444,65
CMP002445,-3
CMP002446,209
CMP002447,10
CMP002448,142
CMP002449,98
CMP002450,190
CMP002451,27
CMP002452,118
CMP002453,183
CMP002454,140
CMP002455,45
CMP002456,46
CMP002457,32
CMP002458,30
CMP002459,-6
CMP002460,-4
CMP002461,56
CMP002462,70
CMP002463,-13
CMP002464,48
CMP002465,-141
CMP002466,75
CMP002467,38
CMP002468,212
CMP002469,-63
CMP002470,69
CMP002471,-60
CMP002472,54
CMP002473,79
CMP002474,70
CMP002475,102
CMP002476,166
CMP002477,234
CMP002478,83
CMP002479,-36
CMP002480,100
CMP002481,82
CMP002482,165
CMP002483,40
CMP002484,40
CMP002485,46
CMP002486,8
CMP002487,200
CMP002488,150
CMP002489,112
CMP002490,96
CMP002491,23
CMP002492,-117
CMP002493,-138
CMP002494,-46
CMP002495,69
CMP002496,160
CMP002497,52
CMP002498,162
CMP002499,48
CMP002500,202
CMP002501,231
CMP002502,65
CMP002503,66
CMP002504,36
CMP002505,146
CMP002506,149
CMP002507,-63
CMP002508,-72
CMP002509,-36
CMP002510,71
CMP002511,50
CMP002512,32
CMP002513,194
CMP002514,29
CMP002515,99
CMP002516,86
CMP002517,51
CMP002518,87
CMP002519,43
CMP002520,34
CMP002521,104
CMP002522,173
CMP002523,67
CMP002524,211
CMP002525,27
CMP002526,-53
CMP002527,104
CMP002528,-20
CMP002529,-5
CMP002530,3
CMP002531,150
CMP002532,85
CMP002533,166
CMP002534,123
CMP002535,125
CMP002536,109
CMP002537,72
CMP002538,191
CMP002539,19
CMP002540,65
CMP002541,112
CMP002542,144
CMP002543,78
CMP002544,29
CMP002545,150
CMP002546,40
CMP002547,133
CMP002548,100
CMP002549,20
CMP002550,135
CMP002551,-90
CMP002552,-62
CMP002553,36
CMP002554,26
CMP002555,169
CMP002556,-52
CMP002557,-132
CMP002558,-76
CMP002559,60
CMP002560,-62
CMP002561,47
CMP002562,-25
CMP002563,-47
CMP002564,109
CMP002565,97
CMP002566,-15
CMP002567,-40
CMP002568,-59
CMP002569,-45
CMP002570,-90
CMP002571,-76
CMP002572,82
CMP002573,-18
CMP002574,-63
CMP002575,121
CMP002576,-17
CMP002577,96
CMP002578,127
CMP002579,25
CMP002580,48
CMP002581,132
CMP002582,49
CMP002583,115
CMP002584,141
CMP002585,114
CMP002586,168
CMP002587,39
CMP002588,29
CMP002589,92
CMP002590,80
CMP002591,122
CMP002592,169
CMP002593,125
CMP002594,117
CMP002595,148
CMP002596,56
CMP002597,58
CMP002598,23
CMP002599,52
CMP002600,45
CMP002601,196
CMP002602,56
CMP002603,188
CMP002604,53
CMP002605,45
CMP002606,104
CMP002607,174
CMP002608,119
CMP002609,35
CMP002610,71
CMP002611,116
CMP002612,107
CMP002613,102
CMP002614,120
CMP002615,170
CMP002616,205
CMP002617,152
CMP002618,44
CMP002619,163
CMP002620,72
CMP002621,29
CMP002622,32
CMP002623,83
CMP002624,33
CMP002625,161
CMP002626,51
CMP002627,101
CMP002628,58
CMP002629,143
CMP002630,71
CMP002631,39
CMP002632,86
CMP002633,27
CMP002634,44
CMP002635,156
CMP002636,127
CMP002637,50
CMP002638,59
CMP002639,192
CMP002640,125
CMP002641,91
CMP002642,103
CMP002643,37
CMP002644,20
CMP002645,52
CMP002646,93
CMP002647,7
CMP002648,92
CMP002649,78
CMP002650,113
CMP002651,-29
CMP002652,-39
CMP002653,-45
CMP002654,116
CMP002655,104
CMP002656,30
CMP002657,73
CMP002658,124
CMP002659,-20
CMP002660,-49
CMP002661,5
CMP002662,74
CMP002663,246
CMP002664,210
CMP002665,-27
CMP002666,115
CMP002667,15
CMP002668,63
CMP002669,172
CMP002670,346
CMP002671,92
CMP002672,-87
CMP002673,118
CMP002674,133
CMP002675,-38
CMP002676,141
CMP002677,130
CMP002678,79
CMP002679,-1
CMP002680,79
CMP002681,174
CMP002682,-35
CMP002683,-56
CMP002684,-90
CMP002685,25
CMP002686,206
CMP002687,200
CMP002688,79
CMP002689,85
CMP002690,178
CMP002691,192
CMP002692,140
CMP002693,41
CMP002694,152
CMP002695,230
CMP002696,191
CMP002697,153
CMP002698,110
CMP002699,78
CMP002700,159
CMP002701,82
CMP002702,161
CMP002703,203
CMP002704,99
CMP002705,49
CMP002706,42
CMP002707,64
CMP002708,189
CMP002709,130
CMP002710,226
CMP002711,48
CMP002712,30
CMP002713,32
CMP002714,86
CMP002715,129
CMP002716,190
CMP002717,49
CMP002718,15
CMP002719,143
CMP002720,135
CMP002721,149
CMP002722,47
CMP002723,185
CMP002724,125
CMP002725,246
CMP002726,190
CMP002727,58
CMP002728,71
CMP002729,235
CMP002730,236
CMP002731,159
CMP002732,5
CMP002733,185
CMP002734,148
CMP002735,315
CMP002736,94
CMP002737,39
CMP002738,138
CMP002739,85
CMP002740,272
CMP002741,90
CMP002742,-12
CMP002743,79
CMP002744,89
CMP002745,259
CMP002746,69
CMP002747,128
CMP002748,146
CMP002749,107
CMP002750,198
CMP002751,70
CMP002752,54
CMP002753,120
CMP002754,92
CMP002755,115
CMP002756,29
CMP002757,81
CMP002758,171
CMP002759,-38
CMP002760,59
CMP002761,152
CMP002762,51
CMP002763,65
CMP002764,166
CMP002765,102
CMP002766,-94
CMP002767,55
CMP002768,37
CMP002769,162
CMP002770,30
CMP002771,91
CMP002772,56
CMP002773,-104
CMP002774,191
CMP002775,40
CMP002776,38
CMP002777,116
CMP002778,-90
CMP002779,165
CMP002780,-40
CMP002781,-60
CMP002782,73
CMP002783,86
CMP002784,235
CMP002785,129
CMP002786,14
CMP002787,15
CMP002788,115
CMP002789,143
CMP002790,146
CMP002791,88
CMP002792,174
CMP002793,240
CMP002794,257
CMP002795,196
CMP002796,184
CMP002797,209
CMP002798,252
CMP002799,234
CMP002800,303
CMP002801,180
CMP002802,192
CMP002803,32
CMP002804,-100
CMP002805,225
CMP002806,11
CMP002807,127
CMP002808,71
CMP002809,79
CMP002810,105
CMP002811,82
CMP002812,83
CMP002813,54
CMP002814,35
CMP002815,169
CMP002816,87
CMP002817,6
CMP002818,140
CMP002819,97
CMP002820,147
CMP002821,179
CMP002822,108
CMP002823,27
CMP002824,46
CMP002825,23
CMP002826,64
CMP002827,58
CMP002828,87
CMP002829,110
CMP002830,32
CMP002831,36
CMP002832,37
CMP002833,117
CMP002834,157
CMP002835,105
CMP002836,37
CMP002837,129
CMP002838,104
CMP002839,80
CMP002840,101
CMP002841,37
CMP002842,30
CMP002843,58
CMP002844,-85
CMP002845,-82
CMP002846,89
CMP002847,72
CMP002848,149
CMP002849,30
CMP002850,120
CMP002851,59
CMP002852,124
CMP002853,68
CMP002854,137
CMP002855,106
CMP002856,-113
CMP002857,-137
CMP002858,-136
CMP002859,24
CMP002860,50
CMP002861,-40
CMP002862,216
CMP002863,-12
CMP002864,-134
CMP002865,100
CMP002866,150
CMP002867,-103
CMP002868,36
CMP002869,-101
CMP002870,39
CMP002871,30
CMP002872,205
CMP002873,-28
CMP002874,3
CMP002875,98
CMP002876,90
CMP002877,53
CMP002878,184
CMP002879,150
CMP002880,36
CMP002881,199
CMP002882,132
CMP002883,154
CMP002884,83
CMP002885,54
CMP002886,38
CMP002887,124
CMP002888,129
CMP002889,107
CMP002890,44
CMP002891,179
CMP002892,106
CMP002893,133
CMP002894,118
CMP002895,51
CMP002896,183
CMP002897,48
CMP002898,95
CMP002899,155
CMP002900,155
CMP002901,164
CMP002902,138
CMP002903,111
CMP002904,172
CMP002905,163
CMP002906,94
CMP002907,176
CMP002908,52
CMP002909,-18
CMP002910,186
CMP002911,12
CMP002912,3
CMP002913,35
CMP002914,19
CMP002915,2
CMP002916,186
CMP002917,0
CMP002918,206
CMP002919,-14
CMP002920,214
CMP002921,59
CMP002922,-89
CMP002923,76
CMP002924,129
CMP002925,177
CMP002926,143
CMP002927,58
CMP002928,209
CMP002929,33
CMP002930,96
CMP002931,87
CMP002932,-154
CMP002933,154
CMP002934,-4
CMP002935,-30
CMP002936,166
CMP002937,120
CMP002938,-69
CMP002939,-136
CMP002940,-63
CMP002941,-100
CMP002942,-85
CMP002943,61
CMP002944,267
CMP002945,184
CMP002946,147
CMP002947,122
CMP002948,156
CMP002949,50
CMP002950,69
CMP002951,107
CMP002952,55
CMP002953,142
CMP002954,83
CMP002955,-79
CMP002956,10
CMP002957,107
CMP002958,43
CMP002959,42
CMP002960,64
CMP002961,38
CMP002962,44
CMP002963,40
CMP002964,69
CMP002965,100
CMP002966,92
CMP002967,27
CMP002968,72
CMP002969,10
CMP002970,45
CMP002971,100
CMP002972,176
CMP002973,150
CMP002974,74
CMP002975,191
CMP002976,67
CMP002977,121
CMP002978,148
CMP002979,109
CMP002980,72
CMP002981,47
CMP002982,49
CMP002983,126
CMP002984,-80
CMP002985,15
CMP002986,46
CMP002987,158
CMP002988,75
CMP002989,141
CMP002990,83
CMP002991,189
CMP002992,83
CMP002993,175
CMP002994,134
CMP002995,44
CMP002996,122
CMP002997,80
CMP002998,147
CMP002999,-4
CMP003000,55
CMP003001,-35
CMP003002,-15
CMP003003,103
CMP003004,-16
CMP003005,87
CMP003006,49
CMP003007,39
CMP003008,-78
CMP003009,-109
CMP003010,50
CMP003011,102
CMP003012,47
CMP003013,113
CMP003014,49
CMP003015,12
CMP003016,33
CMP003017,24
CMP003018,181
CMP003019,118
CMP003020,32
CMP003021,49
CMP003022,91
CMP003023,162
CMP003024,297
CMP003025,114
CMP003026,103
CMP003027,58
CMP003028,-27
CMP003029,-31
CMP003030,-60
CMP003031,101
CMP003032,148
CMP003033,190
CMP003034,251
CMP003035,56
CMP003036,85
CMP003037,-5
CMP003038,-5
CMP003039,83
CMP003040,215
CMP003041,125
CMP003042,120
CMP003043,163
CMP003044,-70
CMP003045,48
CMP003046,137
CMP003047,132
CMP003048,-47
CMP003049,-131
CMP003050,-90
CMP003051,28
CMP003052,50
CMP003053,119
CMP003054,24
CMP003055,-6
CMP003056,78
CMP003057,24
CMP003058,10
CMP003059,120
CMP003060,52
CMP003061,156
CMP003062,37
CMP003063,99
CMP003064,-7
CMP003065,55
CMP003066,18
CMP003067,81
CMP003068,147
CMP003069,63
CMP003070,0
CMP003071,25
CMP003072,30
CMP003073,48
CMP003074,2
CMP003075,12
CMP003076,106
CMP003077,94
CMP003078,65
CMP003079,-50
CMP003080,204
CMP003081,285
CMP003082,209
CMP003083,211
CMP003084,75
CMP003085,207
CMP003086,140
CMP003087,91
CMP003088,44
CMP003089,223
CMP003090,218
CMP003091,51
CMP003092,202
CMP003093,42
CMP003094,190
CMP003095,96
CMP003096,59
CMP003097,51
CMP003098,142
CMP003099,58
CMP003100,87
CMP003101,81
CMP003102,87
CMP003103,115
CMP003104,70
CMP003105,105
CMP003106,184
CMP003107,79
CMP003108,104
CMP003109,158
CMP003110,51
CMP003111,138
CMP003112,160
CMP003113,98
CMP003114,180
CMP003115,100
CMP003116,64
CMP003117,171
CMP003118,45
CMP003119,153
CMP003120,112
CMP003121,45
CMP003122,158
CMP003123,134
CMP003124,147
CMP003125,135
CMP003126,111
CMP003127,290
CMP003128,158
CMP003129,129
CMP003130,80
CMP003131,166
CMP003132,119
CMP003133,93
CMP003134,101
CMP003135,97
CMP003136,90
CMP003137,90
CMP003138,129
CMP003139,56
CMP003140,139
CMP003141,149
CMP003142,104
CMP003143,139
CMP003144,126
CMP003145,116
CMP003146,170
CMP003147,130
CMP003148,-15
CMP003149,-21
CMP003150,143
CMP003151,125
CMP003152,82
CMP003153,215
CMP003154,94
CMP003155,126
CMP003156,135
CMP003157,105
CMP003158,137
CMP003159,96
CMP003160,136
CMP003161,37
CMP003162,111
CMP003163,234
CMP003164,160
CMP003165,128
CMP003166,79
CMP003167,-58
CMP003168,16
CMP003169,95
CMP003170,116
CMP003171,89
CMP003172,116
CMP003173,80
CMP003174,89
CMP003175,94
CMP003176,54
CMP003177,59
CMP003178,105
CMP003179,6
CMP003180,124
CMP003181,164
CMP003182,124
CMP003183,63
CMP003184,105
CMP003185,16
CMP003186,52
CMP003187,61
CMP003188,29
CMP003189,-2
CMP003190,78
CMP003191,19
CMP003192,57
CMP003193,73
CMP003194,48
CMP003195,52
CMP003196,70
CMP003197,81
CMP003198,69
CMP003199,9
CMP003200,182
CMP003201,76
CMP003202,148
CMP003203,140
CMP003204,170
CMP003205,48
CMP003206,101
CMP003207,150
CMP003208,82
CMP003209,59
CMP003210,8
CMP003211,82
CMP003212,38
CMP003213,-60
CMP003214,-115
CMP003215,-78
CMP003216,5
CMP003217,67
CMP003218,6
CMP003219,101
CMP003220,124
CMP003221,-135
CMP003222,154
CMP003223,27
CMP003224,158
CMP003225,180
CMP003226,131
CMP003227,53
CMP003228,172
CMP003229,196
CMP003230,186
CMP003231,107
CMP003232,99
CMP003233,-10
CMP003234,72
CMP003235,39
CMP003236,227
CMP003237,112
CMP003238,60
CMP003239,20
CMP003240,25
CMP003241,277
CMP003242,98
CMP003243,46
CMP003244,197
CMP003245,54
CMP003246,31
CMP003247,81
CMP003248,112
CMP003249,75
CMP003250,179
CMP003251,245
CMP003252,159
CMP003253,170
CMP003254,93
CMP003255,80
CMP003256,127
CMP003257,146
CMP003258,40
CMP003259,65
CMP003260,120
CMP003261,77
CMP003262,36
CMP003263,106
CMP003264,54
CMP003265,207
CMP003266,281
CMP003267,49
CMP003268,94
CMP003269,226
CMP003270,149
CMP003271,117
CMP003272,219
CMP003273,88
CMP003274,76
CMP003275,71
CMP003276,5
CMP003277,-10
CMP003278,74
CMP003279,72
CMP003280,-8
CMP003281,43
CMP003282,122
CMP003283,141
CMP003284,272
CMP003285,21
CMP003286,207
CMP003287,72
CMP003288,102
CMP003289,-12
CMP003290,32
CMP003291,116
CMP003292,38
CMP003293,-3
CMP003294,27
CMP003295,93
CMP003296,219
CMP003297,66
CMP003298,42
CMP003299,90
CMP003300,40
CMP003301,50
CMP003302,45
CMP003303,-15
CMP003304,168
CMP003305,138
CMP003306,154
CMP003307,42
CMP003308,20
CMP003309,21
CMP003310,133
CMP003311,123
CMP003312,50
CMP003313,56
CMP003314,195
CMP003315,233
CMP003316,94
CMP003317,36
CMP003318,49
CMP003319,178
CMP003320,79
CMP003321,148
CMP003322,-70
CMP003323,188
CMP003324,155
CMP003325,286
CMP003326,251
CMP003327,129
CMP003328,146
CMP003329,55
CMP003330,49
CMP003331,88
CMP003332,240
CMP003333,68
CMP003334,145
CMP003335,181
