Molecule,TOPK,MAP4K4,CDC42BPA,MST1R,CSF1R,KIAA1811,MAP2K2,DYRK1A,IKBKE,MAPK10,MAP3K10,CAMK2A,IKBKB,NLK,AXL,LTK,CSNK1G3,MAPK14,FRK,STK3,CSNK1G2,PRKCQ,NTRK3,MATK,RPS6KA3,CLK2,MAP2K1,JAK2,PRKCZ,PRKG1,PHKG2,PLK3,TBK1,AKT3,PASK,PRKAA1,PRKG2,PRKCD,ALK,PLK4,RET,PRKD2,RPS6KB1,HCK,CAMK2G,EEF2K,SYK,MARK4,TYRO3,PRKCN,STK22B,STK17A,LCK,DAPK3,CHEK2,ACVR1,ROCK2,CDK2,SRPK1,MAPK8,PIM1,STK6,MAPKAPK5,MAPKAPK2,STK33,CDC7,RPS6KA4,BTK,KIT,CSNK2A1,PAK4,PAK1,CAMK2D,AKT2,FGFR1,CSNK1A1,JAK3,CSNK1G1,RPS6KA5,LYN,MAPK9,ITK,PKN2,LIMK1,TAO1,ROS1,BLK,STK22D,HIPK2,CAMKK2,MARK3,NTRK1,FES,INSR,PTK2B,MAPK13,BRAF,ZAK,PIM3,TYK2,EGFR,PRKCG,SRC,BMX,SRMS,GSK3A,MAP4K2,DYRK3,WEE1,MET,CHUK,ACK1,PDGFRB,FLT3,ERBB2,MAPKAPK3,CHEK1,CSNK1D,SIK2,ABL1,MKNK2,CAMK2B,KDR,GPRK5,CDK5,EPHA2,IGF1R,SGK,MAPK1,MINK,NEK4,DYRK4,PRKCI,DYRK1B,PRKX,PTK2,IRAK1,PTK6,MELK,PDGFRA,LRRK2,STK12,IRAK4,AKT1,MAP4K5,CAMK1D,FLT4,CDC2L6,ROCK1,FER,CAMK1,FYN,HIPK4,CDC2,PIM2,PDPK1,DCAMKL1,NEK2,CDK8,CDK7,FLT1,SLK,FGFR3,PLK1,GSK3B,CDK9,NTRK2,ERBB4,MARK2,PRKACA,MAPK12,CLK4
CHEMBL1974870,2511.89,,7.943,,,1584.89,,,,,,,,,158.49,,251.19,,,63.1,79.43,,1000,,15.85,,,1258.93,630.96,10,794.33,,,5.012,,10,12.59,,,1258.93,1000,39.81,79.43,,3.981,,,,,3.981,1584.89,501.19,,79.43,630.96,,,25.12,,2511.89,5.012,630.96,,630.96,,0.7943,,,,3981.07,31.62,630.96,,10,5011.87,125.89,794.33,79.43,5.012,,3981.07,,15.85,,316.23,630.96,,100,79.43,,251.19,,1584.89,3162.28,501.19,630.96,,7943.28,10,,,6.31,,,,50.12,63.1,5.012,,,,,,158.49,,,6309.57,31.62,,,316.23,100,3981.07,,12.59,,,158.49,79.43,25.12,251.19,316.23,1000,,1,,1258.93,,79.43,,,199.53,158.49,,251.19,,2511.89,,,,100,,1584.89,39.81,10,1995.26,3162.28,,1.585,19.95,,1000,,,15.85,63.1,,,251.19,,398.11,
CHEMBL1974935,501.19,398.11,3981.07,,,,,39.81,,,,,,,,,6309.57,,,,1584.89,,,,794.33,25.12,,,7943.28,31.62,3981.07,,,398.11,,,100,630.96,,,,1995.26,630.96,,5011.87,,,,,794.33,,398.11,,,,,15.85,,,,398.11,,,,,398.11,,,,,,,6309.57,125.89,,6309.57,,3162.28,158.49,,,,19.95,,1258.93,,,,,,,,,,,,,,1000,,,1000,,,,398.11,3981.07,398.11,,,630.96,,,,,,,3162.28,,,1258.93,,,,5011.87,,,7943.28,7943.28,,,3981.07,,,25.12,,,,,,,,10000,19.95,,,,,25.12,,,,3981.07,,1000,,,,,,,6309.57,,,1258.93,,,,7943.28,31.62,,3.162
CHEMBL1975128,2511.89,501.19,251.19,,,794.33,,39.81,,,,,,,,,,,1584.89,,125.89,,,,2511.89,316.23,,12.59,7943.28,10,3981.07,2511.89,,316.23,,100,199.53,501.19,,39.81,,630.96,63.1,,,,,,,1000,,63.1,,31.62,316.23,,79.43,25.12,,1258.93,5011.87,50.12,,1584.89,,7.943,,,,251.19,1584.89,,1258.93,2511.89,1995.26,,316.23,,19.95,,3162.28,,251.19,158.49,,,,199.53,1584.89,,630.96,,,,,1995.26,,,,100,,794.33,,,,31.62,794.33,1000,,,,,,1000,,,,1995.26,,,158.49,794.33,3981.07,,630.96,,,63.1,,1000,1995.26,1000,1584.89,,5.012,,2511.89,,398.11,,,50.12,3162.28,630.96,1000,,3162.28,,251.19,,,,316.23,31.62,,251.19,5011.87,7943.28,,,,,1584.89,,19.95,,,,316.23,100,3981.07,12.59
CHEMBL1975138,1584.89,3981.07,3981.07,,,5011.87,,,,,,,,,251.19,,,,,,5011.87,,,,2511.89,3162.28,,,,,1584.89,794.33,,2511.89,1258.93,251.19,,,,1995.26,,1584.89,,,3162.28,,1584.89,,,,501.19,,,630.96,,,,1258.93,398.11,,630.96,,79.43,5011.87,,,,,,,,,1995.26,1000,,,,,1584.89,,,,6309.57,,3981.07,,,,,,,,,,,,,3981.07,630.96,,,5011.87,,,1584.89,1584.89,1584.89,,,,,,,,1000,1995.26,,,,,,7943.28,,,1000,,,,,1258.93,,1584.89,1000,,,,2511.89,,199.53,,,501.19,,501.19,630.96,,,,,,3162.28,,,,,,,630.96,,,,,,5011.87,794.33,,,,,,,794.33
CHEMBL1975500,1584.89,501.19,,,,630.96,,316.23,,,,,,,,,,,1584.89,,,,251.19,,,5011.87,,,,,398.11,,,,,,,,,1995.26,,3981.07,,,794.33,,316.23,,,7943.28,,31.62,1995.26,1000,316.23,,,630.96,,251.19,2511.89,,,,,,,,,1258.93,,,501.19,,,,,,,,2511.89,,2511.89,5011.87,630.96,501.19,,,,,3981.07,,,,,1995.26,,,1258.93,,794.33,,,,,316.23,125.89,501.19,,,,,,1000,,,63.1,,,,501.19,1995.26,6309.57,,100,,,10000,,,,,,,,,1584.89,,,,,3162.28,398.11,5011.87,1995.26,,6309.57,,,,,630.96,,251.19,1000,1584.89,,,,,,,,,501.19,,,,2511.89,,,1000
CHEMBL1976090,3981.07,794.33,,,,1995.26,,79.43,,,,,,,251.19,,1258.93,,,3162.28,1258.93,,,1995.26,2511.89,199.53,,,6309.57,,1258.93,,,,,,,,,398.11,794.33,1000,501.19,,2511.89,,,,,794.33,,39.81,,398.11,1584.89,,398.11,1584.89,6309.57,,1584.89,501.19,,,,794.33,,,,794.33,,,2511.89,,,1000,,1584.89,,,,,501.19,3981.07,,1584.89,,,1000,,3981.07,,,,,,,,794.33,,,6309.57,,,,199.53,1584.89,316.23,,,,,,,,,,50.12,,,630.96,3981.07,1258.93,,1000,,,158.49,,5011.87,,1995.26,,,,,1258.93,,1584.89,,,316.23,1995.26,,,,1258.93,,316.23,,,,6309.57,2511.89,,,,7943.28,,,,1000,,,1584.89,,,,3162.28,1584.89,,12.59
CHEMBL1976455,398.11,6309.57,,,,10000,,398.11,,,,,,,794.33,,2511.89,,,1584.89,3162.28,,,,2511.89,100,,,,,,,,,,,,,,,,,1584.89,,,,,,,794.33,,794.33,,,,,,63.1,,,1995.26,1995.26,,,,,,,,158.49,,,,,,3981.07,,,,,,,,1584.89,,,,,1258.93,,,,,,,,,,794.33,,,,,,,,1995.26,79.43,,,,,,,,,5011.87,1584.89,,,630.96,,6309.57,,251.19,,,3981.07,,,2511.89,,,,,,5011.87,,,,,1584.89,3162.28,,,,,,,1000,,,316.23,63.1,,,,,,,,,,,3.981,,,,6309.57,,,19.95
CHEMBL1978448,1995.26,,1995.26,,,199.53,,,,,,,,,,,158.49,,,,,,,79.43,,,,,,251.19,1995.26,15.85,,79.43,,,501.19,,,251.19,,199.53,,,251.19,,316.23,,,,39.81,,,,,,,,199.53,,,,10,79.43,,100,,,251.19,15.85,,3162.28,251.19,79.43,,,,630.96,,,,,,,,50.12,316.23,,63.1,,,,158.49,,,251.19,,251.19,2511.89,,501.19,1258.93,1258.93,,630.96,,,158.49,,,,,,,31.62,50.12,,,,,794.33,1584.89,,,,,,,,,251.19,39.81,,,,,158.49,1995.26,199.53,,,,,31.62,1584.89,,,,,,,,501.19,,,79.43,,,,,,,,10,,,,,,,316.23,
CHEMBL1981079,3981.07,,,,,,,,,,,,,,,,31.62,,1000,,39.81,,,,316.23,,,100,6309.57,501.19,,,,,,,,398.11,,794.33,,501.19,,,6309.57,,,,,79.43,,158.49,,398.11,1258.93,,,398.11,,2511.89,,,,,,0.3981,,,,398.11,,,,,,15.85,,50.12,,,1584.89,,63.1,,1258.93,,,,63.1,,6309.57,,,,,63.1,,,3162.28,,,1584.89,,,,31.62,398.11,15.85,,,,,,,,,,25.12,,,63.1,,,,1258.93,,,3981.07,158.49,,158.49,12.59,,,,,158.49,,,,,3981.07,794.33,,,,,,,,,,398.11,251.19,,,,,31.62,79.43,,,,,25.12,6.31,,,,3162.28,251.19,
CHEMBL1981720,7943.28,630.96,,,,,,199.53,,,,,,,,,,,,1258.93,,,,,,3162.28,,,,,,,,,,,,,,3162.28,,1000,3981.07,,,,,,,1000,,251.19,,,501.19,,,158.49,,,6309.57,,,,,,,,,1995.26,,,,,,,,,,,,,7943.28,1000,,,,,2511.89,,,,,,,,,7943.28,1584.89,,,,,,,39.81,,,,,,,,,,,6309.57,1995.26,,,1000,,3162.28,,158.49,,,1258.93,,1584.89,,,,,,,5011.87,,,,,251.19,3981.07,,2511.89,,1995.26,,,,,,2511.89,79.43,,2511.89,,,125.89,,,,,,7.943,,,,,,,501.19
CHEMBL1982361,7943.28,7943.28,63.1,,,,,,,,,,,,,,125.89,,,,,,,,501.19,,,,,79.43,,2511.89,,5011.87,,1258.93,,1000,,3162.28,,,398.11,,,,,,,,,158.49,,63.1,794.33,,,,,,2511.89,,,,,501.19,,,,,,,,3162.28,,,,,1584.89,,,,398.11,,,,,,,,,,,,,,,,,,,,,,,316.23,,,,,,,,,,,1000,,,,501.19,,,,,,,794.33,,,,,3162.28,,,,,,,,,1995.26,,3981.07,,,6309.57,,100,,,,398.11,,,,,,,,,,,,158.49,,,,,398.11,,
CHEMBL1982383,3981.07,1258.93,,,,,,,,,,,,,,,1258.93,,,,794.33,,,,,,,,,,,,,,,,,,,,,1995.26,,,,,,,,794.33,,,1584.89,,,,,,,,,,,,,,,,,,,,,,,199.53,,794.33,,,199.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.23,,,,7.943,,,,,7943.28,,,,,,,5011.87,,,,,,,,,,,,1000,,,398.11,,,,,,,,,,,,,,,,316.23,7943.28,,,,,,,,,,
CHEMBL1982711,630.96,50.12,1995.26,794.33,,158.49,630.96,,1000,,,794.33,,,630.96,630.96,1584.89,,1584.89,501.19,3162.28,158.49,,,1584.89,6.31,398.11,,1584.89,12.59,794.33,,794.33,6309.57,,501.19,158.49,794.33,,100,,251.19,199.53,,199.53,,794.33,,,398.11,,79.43,,1258.93,,630.96,794.33,501.19,,1584.89,1995.26,,,1995.26,,316.23,,,,1584.89,,,79.43,,,3981.07,,,,,,,199.53,,1995.26,79.43,,,39.81,,398.11,,,,,2511.89,,5011.87,1258.93,,,1995.26,,,,630.96,251.19,100,,,,,,,,,1584.89,630.96,,1000,100,316.23,398.11,1584.89,501.19,1584.89,,251.19,,100,,630.96,2511.89,3.981,199.53,,630.96,,794.33,,100,501.19,,5011.87,251.19,1584.89,630.96,,398.11,,,,630.96,39.81,1258.93,794.33,,,199.53,630.96,,251.19,,,794.33,158.49,,,158.49,79.43,3162.28,
CHEMBL1982957,3981.07,,794.33,,398.11,1258.93,,25.12,,,,,,,39.81,,,,158.49,79.43,3981.07,,19.95,,1000,39.81,,,7943.28,,199.53,5011.87,,,,125.89,,,,251.19,,79.43,1258.93,,50.12,,79.43,,,63.1,,398.11,794.33,,398.11,,63.1,316.23,794.33,398.11,1995.26,316.23,,,,630.96,,,,501.19,630.96,,63.1,,1000,,125.89,3981.07,1258.93,501.19,501.19,158.49,251.19,501.19,630.96,794.33,1258.93,79.43,,,100,199.53,501.19,1584.89,501.19,3981.07,,,398.11,,398.11,,,,,79.43,,2511.89,,,,,,31.62,,,3162.28,1995.26,,50.12,,398.11,199.53,,63.1,,,125.89,1995.26,,,251.19,,,501.19,,,,398.11,,,316.23,,,,,251.19,,125.89,100,,398.11,,63.1,,630.96,,1000,,,125.89,31.62,199.53,,158.49,,1584.89,,79.43,,,15.85
CHEMBL1982980,5011.87,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,5011.87,,,,,,3162.28,,,,6309.57,,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,,,,6309.57,1995.26,,,,,,,,,,,,5011.87,,,,630.96,,3162.28,,,,,,,3162.28,5011.87,,,,,,,,1995.26,,,,,,,,316.23,,,,,,,1995.26,,,,,,,,1584.89,2511.89,,,,,,2511.89,,,,,6309.57,,,1258.93,,,,,,2511.89,,1584.89,,,,,,,,,,,3162.28,,,,,1995.26,,,
CHEMBL1983195,3162.28,2511.89,,,,,,3162.28,,,,,,,,,,,,,3981.07,,,,6309.57,6309.57,,,,,3981.07,1000,,5011.87,,630.96,,,,1995.26,,,,,3162.28,2511.89,,,1584.89,6309.57,,,,,1584.89,,,,316.23,,3981.07,,794.33,1995.26,,501.19,,,,1584.89,,10000,1995.26,3981.07,,,,3162.28,,,,,,,3981.07,,,,,,,,,,,,,,,,,,,,,398.11,5011.87,1584.89,,,,,,,,794.33,,,,,6309.57,7943.28,,,,,,,,7943.28,,6309.57,,,,,,,,,,794.33,,3162.28,,,,,,,,,,,,3162.28,,7943.28,,,,3981.07,,,501.19,,,,,,,5011.87
CHEMBL1983932,5011.87,10,,,,,,251.19,,,,,,,,,,,,,,,,,3162.28,794.33,,,,,2511.89,,,,,1000,,,,,,,,,,,,,,,,39.81,,,,,,794.33,1995.26,,2511.89,,,5011.87,,,,,,,,,,,,,,,,,,,,,6309.57,25.12,,,6.31,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,25.12,,6309.57,,,,,,,,,,,,,15.85,,,,12.59,,,50.12,,,,,,,,7.943,,,,,,,,,,,,,,,,,,,5.012
CHEMBL1984274,1258.93,1258.93,7943.28,,,,,,,,,,1584.89,,,,1584.89,,,,,,,,1000,,,,,,2511.89,1258.93,,1995.26,,,,,,,,,,,,,501.19,,,10000,,3981.07,,,,,,1000,1258.93,,6309.57,,1258.93,1258.93,,,,,,,,,3981.07,2511.89,,,,,,,,,,,1995.26,,,,,,5011.87,,,,,,,3162.28,,,,,,,,,,,,,,,,,,,6309.57,,,,10000,,,,,,,,,3162.28,6309.57,1584.89,,,,,3162.28,,1584.89,,,,,1584.89,7943.28,,,,,,,,3981.07,,,,7943.28,,,,,1584.89,,1258.93,,,,,3162.28,,,
CHEMBL1984586,6309.57,3162.28,,,,,,,,,,,,,,,3162.28,,398.11,1995.26,1000,,1000,,,,,,,,,6309.57,,,,,,,,501.19,1258.93,,,,,,,,,,,,794.33,,,,6309.57,,,,,63.1,,,,,,,,,,,,,2511.89,1995.26,,19.95,,251.19,,,,3162.28,,,199.53,,316.23,,,,,,,,,1584.89,,,,,,,,,501.19,,,1995.26,,,,5.012,,,,3981.07,,,316.23,,316.23,,,,,2511.89,,1000,,,,,,,1995.26,,,,,15.85,3162.28,,25.12,,1995.26,,5011.87,,,,630.96,,,,,1584.89,,,158.49,1258.93,,,,,,,6309.57,,,5011.87
CHEMBL1986263,630.96,39.81,,,398.11,501.19,,39.81,,,,,1995.26,,794.33,,1000,,316.23,1258.93,63.1,,501.19,,3981.07,5.012,,79.43,,,2511.89,251.19,,,,1258.93,,,,158.49,794.33,12.59,3162.28,,316.23,,79.43,,,3.981,,19.95,,501.19,630.96,,1258.93,19.95,6309.57,199.53,7943.28,39.81,794.33,,,25.12,,,,3162.28,,,501.19,,1258.93,1000,501.19,316.23,,,251.19,,630.96,1000,501.19,158.49,,,39.81,,794.33,,125.89,3981.07,,630.96,,1584.89,3981.07,501.19,,3981.07,,,,,19.95,1000,,,251.19,,,251.19,,,,398.11,,,398.11,3981.07,1000,,12.59,,,316.23,1258.93,316.23,398.11,,,,,,158.49,,,,,50.12,1000,,316.23,,125.89,,1000,79.43,,,79.43,19.95,,,,1000,794.33,,199.53,501.19,794.33,,12.59,,,,630.96,,501.19,
CHEMBL1986328,3162.28,1995.26,,,,,,1584.89,,,,,,,,,2511.89,,,,3162.28,,,,6309.57,6309.57,,,,,,794.33,,7943.28,,630.96,,,,1995.26,,,,,3981.07,3162.28,,,,7943.28,,,,,,,,,158.49,,7943.28,,251.19,3162.28,,398.11,,,,1584.89,,,1258.93,3981.07,,,,5011.87,,,,,,,3981.07,1584.89,,,,,,,,,,,,,7943.28,,,,,,,6309.57,3981.07,2511.89,,,,,,,,7943.28,,,,,10000,,,,,,,,,,,3981.07,,,,,,,,,,1000,,3981.07,,,,,,,,,,,,,,,,,,6309.57,,,630.96,,,,7943.28,,,6309.57
CHEMBL1986499,3981.07,794.33,50.12,,2511.89,1995.26,,39.81,,,,,,,,,1258.93,,1584.89,,1258.93,,,,,251.19,,398.11,,316.23,3981.07,,,1995.26,,,1584.89,794.33,,316.23,,10000,398.11,,1584.89,,,,,3981.07,,316.23,,158.49,,,15.85,125.89,,,,,,,,1.585,,,,398.11,,,1995.26,6309.57,,,316.23,1995.26,,,,,630.96,,,,,,,,794.33,1000,,,,1000,,,,,,5011.87,,,,10,1258.93,630.96,,,,,,1584.89,,,,,,,398.11,1995.26,,,501.19,,,2511.89,50.12,251.19,,,,,50.12,,3981.07,,1000,,,100,,5011.87,6309.57,,,,79.43,,,,,501.19,,,,,,,,,,,12.59,501.19,,,,50.12,1000,6.31
CHEMBL1986943,3162.28,,31.62,100,199.53,1000,50.12,,794.33,,,158.49,,,,251.19,630.96,,398.11,50.12,630.96,15.85,79.43,,100,7.943,31.62,199.53,251.19,100,199.53,,1000,,,125.89,1000,63.1,,,1258.93,19.95,100,,31.62,,1000,,,15.85,,39.81,1258.93,79.43,,1258.93,,12.59,1000,251.19,1000,794.33,794.33,3981.07,,0.1585,,,,158.49,25.12,1258.93,63.1,5011.87,1995.26,63.1,50.12,316.23,,794.33,251.19,398.11,7.943,,501.19,158.49,,125.89,31.62,,50.12,398.11,794.33,398.11,,125.89,,,3162.28,1000,794.33,199.53,,,794.33,63.1,39.81,5.012,,,,3162.28,,12.59,,,398.11,19.95,,630.96,39.81,100,251.19,1584.89,10,,,158.49,50.12,3.162,794.33,3162.28,2511.89,2.512,63.1,,79.43,,5.012,1000,7.943,501.19,39.81,1995.26,79.43,,199.53,,7.943,199.53,,,398.11,39.81,398.11,501.19,,6309.57,0.7943,251.19,158.49,501.19,,251.19,50.12,1.259,398.11,,,31.62,158.49,
CHEMBL1987899,10000,7943.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011.87,,,,,,,,,,,,,,,,,,,6309.57,,,,,,,,,,,,,,,,,,,,,,,,7943.28,,,,,,,,,,,,,,,,,,,,,,,,,7943.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,1258.93,,10000,,,,,,,,,,,,,,,
CHEMBL1988075,7943.28,251.19,,,10,,,,,,,,,,100,,,,398.11,316.23,1000,,398.11,,,6309.57,,,,,,,,,,1584.89,,,1258.93,158.49,,6309.57,,,,,1584.89,,,,,,79.43,,,,630.96,,3162.28,,,63.1,,,,,,,630.96,,,,,,630.96,,,1584.89,,158.49,,,,1995.26,1995.26,,100,,158.49,,3981.07,2511.89,1000,,,,,5011.87,,,,,,,,,100,,,316.23,,,,3.981,,,,,,39.81,5011.87,,5.012,,,,,,,316.23,3981.07,,,,,794.33,,,,,,3.981,,,,,79.43,,1000,316.23,,501.19,251.19,,,,,199.53,,,1.259,398.11,,,,,2511.89,,3981.07,,,
CHEMBL1988153,3981.07,630.96,,,,,,630.96,,,,,,,,,501.19,,,,199.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.07,,,,,,1584.89,7943.28,,3981.07,,,,,,,,,3981.07,,,3981.07,,,3981.07,,251.19,,,,,,,,,,,2511.89,,,,,,,,,1000,,,,,,,,6.31,1995.26,1995.26,,,,,,1258.93,,,,,,,,3162.28,7943.28,,2511.89,,,,,2511.89,1000,,,,125.89,,,,,,,,,,1995.26,,,,,,,,398.11,630.96,,,,,,,,5011.87,,,3.981,,,,,,,316.23
CHEMBL1988173,398.11,630.96,1995.26,,,3162.28,,1584.89,,,,,,,398.11,,316.23,,,,1995.26,,,,398.11,1000,,,,,794.33,100,,251.19,,100,,,,79.43,,501.19,,,794.33,79.43,,,,2511.89,,,,1000,,,5011.87,316.23,794.33,,251.19,199.53,398.11,1584.89,,251.19,,,,5011.87,,1584.89,630.96,79.43,,,,1258.93,125.89,,,,6309.57,3162.28,501.19,,,,630.96,,3981.07,1995.26,,,1000,,,501.19,79.43,,,,,,,158.49,501.19,125.89,,,,,,,,251.19,,,,,199.53,1584.89,,,316.23,,,6309.57,,794.33,794.33,398.11,2511.89,,398.11,,1584.89,,,,,398.11,,158.49,398.11,,6309.57,,,,3162.28,,794.33,,501.19,1995.26,,3162.28,,,,1584.89,,501.19,794.33,,,,5011.87,,,501.19
CHEMBL1988537,3162.28,1258.93,,,,1584.89,,501.19,,,,,,,1995.26,,,,1258.93,794.33,,,794.33,,2511.89,1995.26,,,,,501.19,,,,,,,,,158.49,,3162.28,794.33,,158.49,,,,,2511.89,,630.96,,,,,501.19,1995.26,,,3162.28,501.19,,,,,,,,2511.89,,,199.53,,,,,,199.53,,,,1000,6309.57,,630.96,,,,,6309.57,,,,,6309.57,,,3981.07,,,,,,,6309.57,,,,,,,,1000,,,,6309.57,,,,199.53,2511.89,,794.33,,1258.93,398.11,,,,,,,125.89,,,,,,,63.1,,,,,3162.28,,1258.93,1000,,,,794.33,,,,,,,,1995.26,,,5011.87,,,,1995.26,1995.26,,125.89
CHEMBL1988608,5011.87,5011.87,100,,,630.96,,794.33,,,,,,,,,,,,,,,,,158.49,794.33,,398.11,,5.012,,7943.28,,1258.93,,1584.89,251.19,199.53,,794.33,,794.33,63.1,,,,,,,794.33,,199.53,,1258.93,199.53,,50.12,1258.93,,,501.19,,,,,,,,,3162.28,,,,1995.26,,,,,,,,,50.12,,,1995.26,,,,,,,,,,,,,1258.93,,,794.33,,,,,,2511.89,,,,,,,,,1000,,,,5011.87,,7943.28,,6309.57,,,158.49,630.96,,,6309.57,,,63.1,,,,,,,199.53,,1995.26,,,,,31.62,,,,1584.89,501.19,,,,7943.28,,,,7943.28,,,79.43,,,,6309.57,398.11,,63.1
CHEMBL1989646,251.19,1000,3162.28,,,501.19,,100,,,,,,,,,100,,,,31.62,,,,3981.07,100,,158.49,,251.19,,,,1995.26,,,794.33,794.33,,501.19,,2511.89,794.33,,3162.28,,,,,1995.26,,316.23,,158.49,,,100,251.19,,,,,,1258.93,,19.95,,,,1584.89,,,6309.57,,,1258.93,794.33,79.43,158.49,,,,501.19,,,,,,1995.26,,1258.93,,,,,3981.07,,,,630.96,,3162.28,,,,158.49,2511.89,199.53,,,,,,,,,,1995.26,,,630.96,5011.87,,,501.19,,,316.23,125.89,,,2511.89,,,158.49,,,,,,,251.19,,,,,,,630.96,,,,1995.26,398.11,,3981.07,,,,,,,,,63.1,,,,,794.33,3162.28,10
CHEMBL1990482,398.11,1000,,,,25.12,,398.11,,,,,,,,,,,,1995.26,,,,,,3162.28,,,1584.89,316.23,1000,,,,,,1000,,,2511.89,,1584.89,3162.28,,3981.07,,,,,2511.89,,125.89,,,5011.87,,100,,,,1995.26,,,,,,,,,,,,5011.87,,,,,,1995.26,,,,39.81,,,,,,,,,,,,,5011.87,,,3162.28,,,,,,,5011.87,,199.53,,,,,,,,,,1995.26,,,158.49,6309.57,,,,,,6309.57,,,,6309.57,,,199.53,,,,,,,1995.26,,,,,,,398.11,,,,,,,,,,,,,,,,,,,,,3981.07,,79.43
CHEMBL1990635,1995.26,,7943.28,,,,,,,,,,,,,,,,,3981.07,,,,,3162.28,6309.57,,1000,,,1995.26,,,,,,,1000,,,,,3162.28,,3981.07,,,,,3981.07,,,,,,,2511.89,,,,,,,,,,,,,,,,6309.57,,,,,,,,,,2511.89,,7943.28,,,,,,3981.07,,,,,,,7943.28,,,,5011.87,,,,,5011.87,,,,,,,,,,,,,,,3981.07,,,,,,,,7943.28,,,1000,,,,7943.28,,,,,,7943.28,,2511.89,,,,,,,,5011.87,,1000,,,,,,,3162.28,,,,,,,,,,
CHEMBL1991063,3981.07,,7.943,,,3162.28,,,,,,,,,199.53,,158.49,,,63.1,125.89,,1258.93,,15.85,,,,794.33,7.943,1000,,,3.981,,31.62,7.943,,794.33,1258.93,794.33,31.62,25.12,,15.85,3162.28,,,,3.981,,398.11,,125.89,398.11,,,25.12,,2511.89,6.31,1000,,3981.07,,12.59,,,,,79.43,794.33,12.59,12.59,,316.23,1258.93,125.89,1.259,,3162.28,,19.95,,630.96,630.96,,100,125.89,,316.23,,1995.26,2511.89,794.33,630.96,,7943.28,15.85,,,15.85,,,,100,63.1,10,,,,,,100,,,7943.28,39.81,,,251.19,251.19,,,12.59,,,79.43,39.81,19.95,125.89,1000,1000,,,,501.19,,199.53,,,251.19,125.89,,158.49,,1584.89,,,1258.93,251.19,,2511.89,50.12,12.59,1995.26,1995.26,,12.59,19.95,,1584.89,,,31.62,199.53,,,251.19,,398.11,
CHEMBL1991674,3981.07,,19.95,,199.53,1258.93,,50.12,,,79.43,,,,,,5011.87,,1000,50.12,5011.87,100,398.11,1584.89,79.43,794.33,31.62,158.49,630.96,,,3981.07,,,,199.53,,125.89,,,,316.23,251.19,,794.33,,316.23,398.11,,158.49,,630.96,,316.23,398.11,,12.59,251.19,,2511.89,1000,,,1258.93,,1,,,,100,100,630.96,,,,,199.53,3162.28,,,3162.28,,12.59,,2511.89,794.33,,,79.43,,398.11,,1258.93,,,1258.93,,,1258.93,,630.96,251.19,,,,31.62,7.943,50.12,,,,,,1000,1000,,1000,199.53,398.11,,630.96,2511.89,1258.93,,1584.89,,,1000,,3.981,794.33,1584.89,398.11,316.23,398.11,,1258.93,,199.53,,31.62,316.23,316.23,,100,,63.1,,31.62,501.19,,,1000,1000,251.19,50.12,,3981.07,501.19,,,125.89,,,63.1,251.19,,,,125.89,1584.89,19.95
CHEMBL1991800,316.23,3981.07,,,,,,2511.89,,,,,,,,,,,,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011.87,,,,,,,,,,,,,,,,,,,,,,,,,,1258.93,,,,,31.62,,,125.89,7943.28,,,,,,,,,,,,,,,,,,,,,,,,,2511.89,,,,,,,,10,,,,,,,,,,,6309.57,3162.28,,,,,,,,,,,,,,,3162.28,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.07
CHEMBL1992634,1584.89,7.943,,,,,,158.49,,,,,,,,,,,1995.26,251.19,,,50.12,,,398.11,,630.96,,,251.19,,,,,,,,,1584.89,,501.19,,,316.23,,794.33,,,501.19,,398.11,,,,,6309.57,251.19,,1995.26,,316.23,,,,,,,,794.33,,,316.23,,5011.87,,501.19,,,,,199.53,1000,3162.28,1584.89,630.96,,,1000,,398.11,,630.96,630.96,,,,630.96,,,,5011.87,,,,,19.95,,,,,,,25.12,,,,,,,501.19,398.11,1000,,251.19,,1584.89,1584.89,,39.81,630.96,,,,,,316.23,,,,,158.49,398.11,,50.12,,1995.26,,,125.89,,,398.11,398.11,,,,,,,251.19,158.49,,,,,3162.28,,794.33,,,79.43
